1005|34|3621|-56.2096636047018|-34.8104301635102|-56.2153189935929|-34.8080901765929
1006|34|4748|-56.2096636047018|-34.8104301635102|-56.2110097034801|-34.8080574396372
1007|34|4750|-56.2096636047018|-34.8104301635102|-56.2141958088698|-34.8061926827717
1008|34|4752|-56.2096636047018|-34.8104301635102|-56.2135385744581|-34.8085840940691
1009|34|4753|-56.2096636047018|-34.8104301635102|-56.2183794474382|-34.805856573397
1010|34|4769|-56.2096636047018|-34.8104301635102|-56.2110769124881|-34.8069932343774
1011|34|4770|-56.2096636047018|-34.8104301635102|-56.2095514453737|-34.8078607639666
1012|34|4771|-56.2096636047018|-34.8104301635102|-56.2125055825989|-34.8061934223359
1013|34|4772|-56.2096636047018|-34.8104301635102|-56.2152120117269|-34.8046287384323
1014|34|4777|-56.2096636047018|-34.8104301635102|-56.2148003152044|-34.815876121447
